Kepler ID,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination
6616218,19 38 41.785,+42 04 32.09,133.3133,2.461098,84,2.0837,,0.02,89.95,0.036,0,,0.008,9.1,0.84,1247,5501,4.49,,0.951,1.024,1.9,SPC,,,2,
6616218,19 38 41.785,+42 04 32.09,137.26395,5.9604,809,2.7219,,0.3,88.81,0.065,0,,0.026,16.4,2.65,928,5501,4.49,,0.951,1.024,1.9,SPC,,,2,
6619815,19 42 18.259,+42 01 24.10,166.02335,65.9413859,623.2,7.81,0.29,0.61,89.34,0.324,0,,0.024,53,2.5,454,5982,4.493,-0.04,0.96,,,q1_q16_stellar,1.11111E+15,20,1,0.802
6620003,19 42 29.334,+42 05 34.37,133.31509,1.7142746,30746,1.8177,,1.15,76.78,0.023,0,,0.4,5.1,22.7,863,4086,4.74,,0.527,0.552,13.9,Pinsonneault,,,1,
6621116,19 43 28.059,+42 03 45.62,173.16388,137.759611,81176,9.0746,,0.955,89.38,0.478,0,,0.396,118.1,34,293,5174,4.53,,0.79,0.768,13.5,Pinsonneault,,,1,
6627507,19 49 10.847,+42 00 42.05,131.5611,7.374518,460,3.3859,,1.05,74.48,0.075,0,,0.082,3.9,25,1324,4946,3.57,,2.76,1.03,9.2,Pinsonneault,,,1,
6629332,19 50 49.710,+42 02 50.54,133.57556,2.1552777,21330,2.1783,,1.11,77.92,0.032,0,,0.31,5.39,28,1279,5674,4.57,,0.84,0.944,0.4,Pinsonneault,,,1,
6629993,19 51 20.911,+42 04 45.73,172.097,118.6211,526,6,0.2,0.7,89.7,0.424,0,,0.022,118,1.7,285,,,,0.718,,,,,8,1,0.093
6630943,19 52 07.449,+42 03 08.92,131.72867,0.6904068,218,1.7126,,0.1,88.24,0.014,0,,0.013,3.2,1.17,1751,5220,4.51,,0.81,0.776,14,Pinsonneault,,,1,
6631721,19 52 44.070,+42 00 47.27,134.4364,13.738108,689,2.9226,,0.96,85.37,0.118,0,,0.032,11.67,4.4,920,6405,4.31,,1.25,1.16,2.55,Pinsonneault,,,1,
6634112,19 54 34.204,+42 05 34.19,133.8475248,9.942228128,32050.9,2.46718,1.5497,0.901,87.99,0.083,0,,0.227,25.632,20.867,740,5268,4.475,-0.14,0.843,,,q1_q16_stellar,1.11111E+15,132,1,0.025
6634133,19 54 34.812,+42 05 23.46,133.8427,9.942286,400,1.9141,,1.03,82.51,0.082,0,,0.064,8.2,5.4,691,5119,4.54,,0.77,0.755,13.9,Pinsonneault,,,1,
6635813,19 55 55.774,+42 04 57.43,135.43795,141.005828,444,3,0.22,0.85,89.76,0.487,0,,0.022,205,2.13,327,5501,4.433,-0.32,0.885,,,q1_q16_stellar,1.11111E+15,10,1,0.721
6636320,19 56 19.439,+42 01 05.30,137.1352,6.33127,364,2.9142,,0.1,89.95,0.064,0,,0.017,16.8,1.41,819,5379,4.61,,0.76,0.866,0.5,Pinsonneault,,,1,
6665223,18 46 58.228,+42 07 23.09,232.64885,119.4078,18427,9.2774,,0.956,89.38,0.435,0,,0.187,69.2,16,311,5203,4.52,,0.8,0.772,13.9,Pinsonneault,,,1,
6665512,18 47 35.603,+42 09 56.85,135.6437,6.921029,562,4.5674,,0.846,83.08,0.061,0,,0.025,6.77,1.67,637,4557,4.67,,0.612,0.641,13.8,Pinsonneault,,,1,
6665695,18 48 01.106,+42 10 35.50,169.6118,5.378901,519,2.7073,,0.68,86.52,0.056,0,,0.022,11.7,1.82,847,5234,4.59,,0.75,0.809,5.4,Pinsonneault,,,1,
6665860,18 48 22.354,+42 09 36.98,136.30417,10.4715877,126.2,4.18,0.24,0.896,84.3,0.092,0,,0.012,9,1.13,802,5944,4.543,-0.34,0.857,,,q1_q16_stellar,1.11111E+15,125,1,0.848
6666233,18 49 08.254,+42 09 15.08,132.23887,0.512404,298,1.1846,,0.68,75.06,0.01,0,,0.017,2.63,0.94,1293,4052,4.74,,0.523,0.547,13.8,Pinsonneault,,,1,
6670075,18 56 07.903,+42 10 07.35,131.7679,0.7597061,58,1.2609,,0.68,79.07,0.02,0,,0.007,3.6,1.8,3981,8604,4.05,,2.2,1.98,0.74,Pinsonneault,,,1,
6675056,19 04 58.455,+42 08 55.72,175.4039,10.443322,1189,2.8999,,0.03,89.95,0.083,0,,0.031,29.4,2.3,624,4889,4.6,,0.695,0.708,13.8,Pinsonneault,,,1,
6675060,19 04 58.777,+42 08 47.15,133.629536,10.44333669,170188,3.9753,4.01,0.899,88,0.093,0,,0.567,25.748,62.2,892,6137,4.421,-0.32,1.005,,,q1_q16_stellar,1111111,58,1,0.197
6675757,19 06 07.061,+42 10 03.04,152.38206,22.2901857,166.2,1.436,0.022,0.46,89.75,0.14,0,,0.012,107,1.1,612,5696,4.467,-0.64,0.833,,,q1_q16_stellar,1.11111E+15,62,1,0.261
6677256,19 08 35.867,+42 06 18.75,356.413,3.1258091,240,1.9158,,0.23,88.81,0.044,0,,0.014,12.7,1.81,1400,6120,4.34,,1.18,1.12,,KIC,,,1,
6677267,19 08 36.401,+42 06 37.36,134.4775023,3.125829888,6188,2.569,1.284,1,78.29,0.044,0,,0.132,4.928,16.84,1403,6140,4.356,0.08,1.171,,,q1_q16_stellar,1.11111E+15,422,1,0.852
6677415,19 08 50.698,+42 06 27.79,168.21282,73.923455,739,1.96,0.1,0.7,89.81,0.307,0,,0.027,216,1.91,325.3,5040,4.652,-0.46,0.658,,,q1_q16_stellar,1.11111E+15,18,1,0.121
6677841,19 09 33.889,+42 11 41.40,137.684,12.309717,347,5.795,,0.846,84.8,0.114,0,,0.019,9.279,2.6,996,6779,4.35,,1.27,1.31,0.22,Pinsonneault,,,2,
6677841,19 09 33.889,+42 11 41.40,148.8799,54.3995,449,7.778,,0.91,87.66,0.307,0,,0.023,24.99,3.1,607,6779,4.35,,1.27,1.31,0.22,Pinsonneault,,,2,
6677841,19 09 33.889,+42 11 41.40,151.0612,35.74113,876,8.1417,,0.864,87.66,0.232,0,,0.031,18.88,4.3,699,6779,4.35,,1.27,1.31,0.22,Pinsonneault,,,2,
6678383,19 10 25.107,+42 10 00.40,132.7129,23.66834,455,5.7564,,0.558,88.81,0.15,0,,0.02,26.8,2.05,627,5711,4.41,,0.93,0.807,12.9,SME,,,3,
6678383,19 10 25.107,+42 10 00.40,137.6139,11.427512,496,4.5865,,0.539,88.24,0.092,0,,0.021,16.5,2.14,801,5711,4.41,,0.93,0.807,12.9,SME,,,3,
6678383,19 10 25.107,+42 10 00.40,271.0832,51.75627,598,7.3856,,0.578,89.38,0.253,0,,0.023,45.2,2.36,483,5711,4.41,,0.93,0.807,12.9,SME,,,3,
6678383,19 10 25.107,+42 10 00.40,426.373,103.627,56,6.889,,0.79,89.38,0.402,0,,0.008,71.8,0.77,383,5711,4.41,,0.93,0.807,12.9,SME,,,3,
6679295,19 11 47.666,+42 09 22.10,144.178,24.57537,1013,2.3242,,0.9,88.81,0.13,0,,0.035,40,2.2,360,3911,4.62,,0.57,0.49,,KIC,,,1,
6680177,19 12 59.509,+42 06 26.86,177.048,16.61474,70,2.7655,,0.47,89.38,0.12,0,,0.008,42,0.7,625,5381,4.52,,0.83,0.83,9.2,Pinsonneault,,,1,
6680911,19 14 06.475,+42 10 44.07,254.076,207.474,173,9.3,0.1,0,90,0.664,0,,0.012,169,1.3,313,,,,1.022,,,,,5,1,0.965
6681233,19 14 32.710,+42 08 17.49,177.22208,32.63286247,41,3.0758,,0.766,89.38,0.193,0,,0.006,52.947,0.56,495,5519,4.59,,0.8,0.901,0.7,Pinsonneault,,,1,
6681473,19 14 54.580,+42 07 17.19,471.229,396.042794,949.2,17.185,11.4,0.982,89.11,1.051,0,,0.045,63.1,9.48,318,5328,3.863,-0.18,1.926,,,q1_q16_stellar,1.11111E+15,3,1,0.158
6681546,19 14 59.744,+42 11 30.26,308.617,186.712,346,12.9,0.2,0,90,0.645,0,,0.017,112,1.8,323,,,,0.961,,,,,5,1,0.774
6681687,19 15 11.287,+42 10 08.04,307.498,370.477,810,10.8,0.3,0.4,89.9,1.029,0,,0.027,241,2.8,259,,,,0.963,,,,,3,1,0.419
6685526,19 20 01.816,+42 06 59.25,170.8168,2.237492,323,2.6194,,0.961,67.04,0.031,0,,0.022,2.5,1.79,1116,5215,4.62,,0.73,0.819,1.9,Pinsonneault,,,1,
6685609,19 20 07.324,+42 09 57.78,133.3015,3.071563,92,4.0809,,0.641,81.93,0.042,0,,0.009,4.55,1.11,1371,6080,4.37,,1.1,1.04,4.1,Pinsonneault,,,3,
6685609,19 20 07.324,+42 09 57.78,133.5707,1.611881,101,3.1831,,0.692,76.2,0.027,0,,0.01,2.96,1.17,1709,6080,4.37,,1.1,1.04,4.1,Pinsonneault,,,3,
6685609,19 20 07.324,+42 09 57.78,170.324,5.86805,436,4.1366,,0.795,83.65,0.065,0,,0.021,7,2.5,1102,6080,4.37,,1.1,1.04,4.1,Pinsonneault,,,3,
6685646,19 20 09.873,+42 06 20.66,142.021,244.824,296,12.3,0.2,0,90,0.763,0,,0.016,151,1.5,277,,,,0.881,,,,,5,1,0.004
6688318,19 23 22.068,+42 10 59.26,190.35422,326.361151,500.2,4.477,0.276,0.806,89.87,1.293,0,,0.023,351,23.41,615,5188,2.929,0.07,9.343,,,q1_q16_stellar,1.11111E+15,5,1,0.952
6690082,19 25 33.721,+42 10 50.13,133.6517,2.139564,271,2.0617,,0.24,88.24,0.032,0,,0.015,7.9,1.4,1311,5738,4.55,,0.86,0.957,0.9,Pinsonneault,,,2,
6690082,19 25 33.721,+42 10 50.13,134.641,4.807078,465,1.019,,0.956,85.94,0.055,0,,0.026,13.5,2.41,1000,5738,4.55,,0.86,0.957,0.9,Pinsonneault,,,2,
6690171,19 25 42.444,+42 09 50.70,149.220792,85.06241082,46344,4.6836,1.8536,0.792,89.65,0.369,0,,0.226,129.958,21.622,354.9,5223,4.52,0.34,0.875,,,q1_q16_stellar,1.11111E+12,14,1,0.69
6690523,19 26 05.976,+42 10 11.79,156.8254,148.666493,367.6,3.387,0.36,0.905,89.67,0.64,0,,0.021,159,9.03,559,5155,3.462,-0.02,3.87,,,q1_q16_stellar,1.11111E+15,10,1,0.542
6690836,19 26 26.850,+42 06 57.50,132.04632,0.5688763,348,1.2115,,0.33,84.22,0.013,0,,0.018,3.5,1.38,1683,5159,4.64,,0.71,0.81,0.8,Pinsonneault,,,1,
6691169,19 26 53.254,+42 07 02.27,158.092,63.0939,488,6.6,0.1,0,90,0.321,0,,0.02,73,1.9,459.1,,,,0.848,,,,,12,1,0.444
6692742,19 28 50.039,+42 09 31.00,140.31636,163.104418,620.1,2.2,0.05,0.3,89.97,0.591,0,,0.023,556,2.59,337.5,5766,4.418,0.18,1.04,,,q1_q16_stellar,1.11111E+12,6,1,0.898
6692833,19 28 56.939,+42 09 15.44,134.0944,10.80491,291,2.9164,,0.14,89.95,0.098,0,,0.015,28,1.63,839,6069,4.5,,0.96,1.061,0.3,Pinsonneault,,,1,
6693640,19 29 54.770,+42 08 32.24,140.7331,13.7199,308,5.4958,,0.694,87.09,0.118,0,,0.017,14.2,2.07,862,6382,4.42,,1.11,1.16,0.55,Pinsonneault,,,1,
6695801,19 32 20.376,+42 09 01.98,132.37643,1.106544701,93.1,1.5609,0.028,0.694,79.9,0.022,0,,0.009,3.97,1.203,1989,6237,4.387,0.16,1.165,,,q1_q16_stellar,1.11111E+15,1188,1,0.986
6696462,19 33 02.197,+42 07 35.86,137.23136,3.403746,772,1.0884,,0.01,89.95,0.043,0,,0.025,24,2.3,1089,5577,4.54,,0.84,0.898,3.8,Pinsonneault,,,1,
6696580,19 33 10.474,+42 11 46.86,139.9485,57.68696,1590,4.6278,,0.82,89.38,0.298,0,,0.041,62,3.6,435,5999,4.65,,0.81,1.06,,KIC,,,3,
6696580,19 33 10.474,+42 11 46.86,202.73326,77.0877609,1097.1,2.792,0.16,0.69,89.75,0.366,0,,0.032,161,3.66,460,6210,4.45,-0.1,1.033,,,q1_q16_stellar,1.11111E+12,15,3,0.31
6696580,19 33 10.474,+42 11 46.86,375.2864,25.56294,1050,4.3993,,0.64,88.81,0.173,0,,0.031,36,2.8,572,5999,4.65,,0.81,1.06,,KIC,,,3,
6697605,19 34 15.923,+42 07 57.29,131.8512,1.2393568,145,1.5448,,0.43,85.37,0.023,0,,0.011,5.7,1.15,1498,5285,4.48,,0.95,0.99,,KIC,,,2,
6697605,19 34 15.923,+42 07 57.29,132.3075,3.420638,388,1.6814,,0.78,85.37,0.044,0,,0.02,10.2,2.1,1083,5285,4.48,,0.95,0.99,,KIC,,,2,
6697756,19 34 26.096,+42 11 51.65,132.0237,0.916139,107,1.1039,,0.31,87.09,0.016,0,,0.009,5.7,0.59,1174,4410,4.69,,0.583,0.613,13.9,Pinsonneault,,,1,
6697817,19 34 29.656,+42 07 46.70,236.043,190.799504,321.5,8.389,0.38,0.787,89.6,0.657,0,,0.018,112,1.955,345,6362,4.462,-0.38,0.992,,,q1_q16_stellar,1.11111E+15,7,1,0.134
6699368,19 36 03.582,+42 08 21.09,131.5416,3.690317,444,1.0793,,0.82,87.09,0.048,0,,0.022,15.82,2.6,1279,6119,4.4,,1.08,1.06,3.2,Pinsonneault,,,1,
6699562,19 36 15.527,+42 06 46.33,173.6558709,46.27052429,67754.2,8.91964,5.4931,0.86,88.75,0.257,0,,0.312,39.262,36.565,573,6354,4.401,-0.24,1.075,,,q1_q16_stellar,1.11111E+15,28,1,1.00E-04
6705026,19 41 38.350,+42 09 02.98,140.56071,9.50844486,93.2,4.538,0.169,0.86,84.2,0.09,0,,0.01,8.5,1.113,937,6328,4.456,-0.28,1.013,,,q1_q16_stellar,1.11111E+15,137,2,0.311
6705026,19 41 38.350,+42 09 02.98,158.4216,34.1082912,136.4,7.34,0.1,0.5,89.1,0.211,0,,0.011,32,1.22,612,6328,4.456,-0.28,1.013,,,q1_q16_stellar,1.11111E+15,40,2,0.14
6705137,19 41 44.099,+42 10 03.58,131.8672,5.597253,187,1.8138,,0.03,89.95,0.061,0,,0.012,24.6,1.18,973,5799,4.53,,0.88,0.971,1.2,Pinsonneault,,,1,
6705142,19 41 44.246,+42 09 58.76,131.8757,5.597163,798,1.852,,0.6,88.24,0.06,0,,0.027,19.2,1.5,693,5410,4.98,,0.51,0.9,,KIC,,,1,
6707260,19 43 35.999,+42 07 58.80,144.56854,13.42731785,108.7,1.518,0.079,0.894,88.4,0.119,0,,0.011,32,1.615,987,6686,4.283,-0.16,1.332,,,q1_q16_stellar,1.11111E+15,98,1,0.316
6707833,19 44 07.676,+42 08 31.06,175.6218,15.28462,301,6.0978,,0.796,86.52,0.124,0,,0.018,12.2,1.92,772,6166,4.48,,1,1.09,0.3,Pinsonneault,,,1,
6707835,19 44 07.727,+42 07 54.02,174.1347,22.24818,596,3.9045,,0.56,89.38,0.159,0,,0.023,37,2.57,638,5706,4.45,,1.02,1.075,2.2,SPC,,,1,
6707908,19 44 12.100,+42 06 47.66,132.3197,2.466077,620,1.4804,,0.8,84.22,0.035,0,,0.025,8.2,2.4,1240,5669,4.54,,0.86,0.927,2.8,Pinsonneault,,,1,
6707942,19 44 13.821,+42 06 39.35,131.5499251,9.014219848,35364.4,2.777,1.01476,0.797,87.94,0.076,0,,0.197,22.159,15.716,661,4842,4.573,-0.08,0.73,,,q1_q16_stellar,1.10011E+13,73,1,0.055
6716021,19 51 21.900,+42 07 05.71,144.8026,110.75576,8135,6.3447,,0.92,89.38,0.481,0,,0.111,76,14.1,448,6516,4.39,,1.167,1.211,0.5,Pinsonneault,,,1,
6716545,19 51 46.743,+42 11 30.76,142.8688,13.9095,103,6.781,,0.46,88.24,0.119,0,,0.009,14,1.36,935,6327,4.25,,1.33,1.16,3.47,Pinsonneault,,,2,
6716545,19 51 46.743,+42 11 30.76,194.613,145.8926,99,9.2877,,0.79,89.38,0.57,0,,0.01,76,1.47,427,6327,4.25,,1.33,1.16,3.47,Pinsonneault,,,2,
6717252,19 52 20.918,+42 09 51.66,132.6777,1.192571,52.2,1.27,0.01,0,88,0.021,0,,0.007,7,0.7,1735,,,,1.035,,,,,814,1,0.899
6718474,19 53 21.863,+42 06 53.61,199.9176,590.44065,189.8,8.18,0.13,0.4,89.95,1.496,0,,0.013,504,2.01,291,6782,4.243,-0.18,1.417,,,q1_q16_stellar,1.11111E+15,3,1,0.375
6719052,19 53 48.772,+42 06 36.36,195.1935,357.444555,262.7,16.21,0.41,0.63,89.73,1.175,0,,0.016,134,3.191,423,7610,4.127,0.07,1.862,,,q1_q16_stellar,1.11111E+15,4,1,0.965
6719086,19 53 50.288,+42 11 14.75,357.377,3.01435,916,2.5074,,0.09,89.38,0.04,0,,0.027,9.4,2.83,1092,5015,4.44,,0.97,0.96,,KIC,,,1,
6720773,19 55 13.030,+42 09 50.98,132.7833,1.318347,95,1.33,0.07,0.9,75,0.024,0,,0.011,3,1.3,1867,,,,1.142,,,,,743,1,0.873
6721123,19 55 27.444,+42 09 05.65,132.2503,7.361789,267,3.8858,,0.926,81.36,0.082,0,,0.018,6.19,3.78,1329,6222,4.01,,1.92,1.37,3.05,SPC,,,1,
6721380,19 55 38.599,+42 11 06.14,136.7813,6.441674,97,2.03,0.03,0.5,89,0.069,0,,0.009,21,1.32,1158,,,,1.299,,,,,150,1,0.62
6721603,19 55 49.570,+42 09 22.73,230.7664,215.616782,145.5,14.73,0.58,0.833,89.26,0.711,0,,0.012,64.3,2.123,403.8,6163,4.06,-0.32,1.568,,,q1_q16_stellar,1.11111E+15,6,1,0.166
6750902,18 44 58.338,+42 15 17.74,131.7321,0.938669966,266.2,0.889,0.0173,0.47,86.3,0.018,0,,0.015,7.27,1.7,1931,5888,4.394,-0.24,1.008,,,q1_q16_stellar,1.11111E+15,1396,1,0.996
6751874,18 47 19.548,+42 17 56.07,132.4692,6.89225,228,2.7074,,0.24,89.38,0.072,0,,0.014,19.2,1.43,974,6059,4.5,,0.96,1.054,0.4,Pinsonneault,,,1,
6752002,18 47 35.552,+42 17 09.13,136.88056,6.08006258,179.2,1.222,0.091,0.901,87.1,0.06,0,,0.015,17.8,1.322,808,4991,4.513,0.04,0.804,,,q1_q16_stellar,1.11111E+15,213,1,0.335
6752502,18 48 37.178,+42 14 04.37,170.45286,4.305218,9202,2.7209,,0.52,87.66,0.044,0,,0.087,11.5,6.36,711,4135,4.566,,0.668,0.6,,J-K,,,1,
6755944,18 55 03.377,+42 13 19.82,131.798823,0.692978977,59.1,1.1722,0.0113,0.5,82.6,0.015,0,,0.007,3.94,0.815,2207,6103,4.41,-0.26,1.024,,,q1_q16_stellar,1.11101E+15,1490,1,0.941
6756202,18 55 35.669,+42 17 59.97,393.5108888,290.7779438,235134,12.0856,6.69,0.701,89.84,0.783,0,,0.542,252.513,43.44,222.5,5207,4.585,-0.3,0.734,,,q1_q16_stellar,1.11101E+15,4,1,0
6756369,18 55 53.503,+42 16 35.72,153.9005,30.9291068,237,3.272,0.062,0.51,89.5,0.228,0,,0.014,63,8,1052,5029,3.237,0,5.127,,,q1_q16_stellar,1.11101E+15,35,1,0.496
6756669,18 56 20.955,+42 13 59.63,173.82185,5.85152433,37117,3.2343,,0.02,89.95,0.061,0,,0.172,16.758,16,914,5557,4.53,,0.85,0.886,5,Pinsonneault,,,1,
6758917,19 00 28.726,+42 17 56.86,169.64765,2.236102,28455,1.7331,,0.91,83.08,0.033,0,,0.217,7.5,20,1287,5736,4.56,,0.85,0.961,0.4,Pinsonneault,,,1,
6761777,19 05 26.213,+42 13 38.94,146.3126,47.3120312,193.6,9.35,0.47,0.853,87.7,0.259,0,,0.015,21.3,1.587,523,6035,4.453,-0.06,1.002,,,q1_q16_stellar,1.11111E+15,29,1,0.88
6762188,19 06 12.268,+42 14 05.27,133.997151,7.155550991,2651.6,4.5218,0.9634,0.886,82.67,0.093,0,,0.057,6.953,49.823,2049,4992,2.947,0.02,8.052,,,q1_q16_stellar,1.11111E+15,184,1,0.637
6762829,19 07 19.285,+42 16 45.13,138.66797,18.7952642,29560,9.9924,,0.025,89.95,0.138,0,,0.153,16.578,15.9,684,5901,4.47,,0.95,0.983,3.4,Pinsonneault,,,1,
6765135,19 11 00.549,+42 14 41.21,202.368,175.609,500,8.6674,,0.44,89.95,0.635,0,,0.021,143,2.3,347,6210,4.47,,1.02,1.11,0.3,Pinsonneault,,,1,
6765563,19 11 37.646,+42 12 31.40,341.21798,293.395322,509.7,3.5,0.09,0.4,89.96,0.878,0,,0.021,592,6.9,428,5203,3.489,-0.5,3.055,,,q1_q16_stellar,1.11111E+15,5,1,0.874
6766583,19 13 12.517,+42 14 14.22,188.2031,63.024694,319.8,5.7,0.26,0.79,89.16,0.31,0,,0.018,54,1.75,424,5691,4.544,0.07,0.887,,,q1_q16_stellar,1.11111E+14,21,1,0.054
6766634,19 13 16.904,+42 15 41.09,206.9287,321.2139,2373,4.0652,,0.84,89.95,0.958,0,,0.053,386,6.78,300,6169,4.358,,1.168,1.135,,J-K,,,1,
6767227,19 14 06.965,+42 16 34.54,132.1079,4.082036,27.1,3.52,0.028,0.6,85,0.053,0,,0.005,7,0.72,1435,,,,1.315,,,,,245,1,0.049
6767337,19 14 18.618,+42 17 45.68,158.70404,506.82604,199.4,9.77,0.41,0.817,89.8,1.203,0,,0.014,238,2.019,275,6035,4.177,-0.44,1.283,,,q1_q16_stellar,1.11111E+15,3,1,0.347
6767840,19 15 05.237,+42 12 47.59,140.9074,17.35848,276,3.1973,,0.6,88.81,0.134,0,,0.016,34,1.8,758,6114,4.41,,1.06,1.05,2.9,Pinsonneault,,,1,
6768394,19 15 50.698,+42 15 54.04,133.2463,11.90162,165,2.9856,,0.974,83.65,0.106,0,,0.016,8.87,2.5,1014,6180,4.16,,1.47,1.12,5,Pinsonneault,,,3,
6768394,19 15 50.698,+42 15 54.04,136.0364,7.131618,168,4.1519,,0.896,81.93,0.075,0,,0.014,6.31,2.2,1205,6180,4.16,,1.47,1.12,5,Pinsonneault,,,3,
6768394,19 15 50.698,+42 15 54.04,140.0651,8.91935,196,4.4059,,0.9,83.08,0.087,0,,0.015,7.32,2.4,1119,6180,4.16,,1.47,1.12,5,Pinsonneault,,,3,
6773862,19 22 50.017,+42 14 14.10,137.5081,17.760669,1312,1.6477,,0.67,89.38,0.11,0,,0.035,65,2.04,400,4121,4.73,,0.533,0.559,13.8,Pinsonneault,,,1,
6774537,19 23 39.478,+42 17 11.68,133.1374,2.949017,365,2.0906,,0.76,84.22,0.036,0,,0.019,7.4,1.5,963,4929,4.6,,0.71,0.717,13.7,Pinsonneault,,,1,
6774826,19 24 03.259,+42 16 59.28,184.2479,7.138906,327,2.8558,,0.01,89.95,0.085,0,,0.015,19.4,2.49,1337,7211,4.29,,1.502,1.606,,J-K,,,1,
6774880,19 24 08.071,+42 16 04.30,134.1839,34.35173,637,4.225,,0.32,89.95,0.211,0,,0.023,60,2.5,574,6074,4.49,,0.97,1.058,0.6,Pinsonneault,,,1,
6775985,19 25 32.820,+42 15 37.83,133.1854,27.9607554,6491.3,3.8644,3.29,0.97,88.15,0.192,0,,0.112,30.08,16.68,796,6770,4.249,-0.36,1.361,,,q1_q16_stellar,1000000,4,1,0.348
6776401,19 26 03.889,+42 14 53.49,143.3096,26.85336,927,4.4457,,0.4,89.38,0.163,0,,0.028,44,2.6,535,5311,4.48,,0.85,0.8,13.6,Pinsonneault,,,1,
6776555,19 26 13.601,+42 12 51.01,136.69492,5.43367795,1671,0.909,0.066,0.69,88.88,0.05,0,,0.041,35,2.52,550,3702,4.684,0.56,0.569,,,q1_q16_stellar,111,47,1,0.258
6778008,19 28 03.311,+42 17 19.50,132.1061,0.945793,86,1.4,0.45,0.986,32,0.019,0,,0.012,1.163,1.21,1848,,,,0.932,,,,,1033,1,0.222
6778019,19 28 03.794,+42 17 11.66,131.6198,0.4729151,95,1.8112,,0.21,84.22,0.012,0,,0.009,2.03,0.9,2352,6006,4.5,,0.95,1.034,0.8,Pinsonneault,,,1,
6779260,19 29 33.252,+42 13 59.74,131.6334,3.8330915,462,1.6072,,0.92,84.22,0.046,0,,0.025,8.8,4.3,1392,5371,4,,1.59,0.911,13.9,Pinsonneault,,,1,
6779726,19 30 07.332,+42 12 52.74,173.96335,47.0564321,904.7,4.886,0.221,0.63,89.4,0.252,0,,0.029,60,2.91,497,5889,4.492,-0.16,0.924,,,q1_q16_stellar,1.11111E+12,25,1,0.218
6780158,19 30 38.328,+42 16 22.19,131.9167,2.464183,74,1.921,,0.99,55.58,0.036,0,,0.013,1.75,2.86,1771,5258,3.82,,2.1,1.064,8,Pinsonneault,,,1,
6781548,19 32 18.801,+42 16 37.34,138.8451,9.121999,923,3.4656,,0.29,89.38,0.087,0,,0.027,19.9,2.9,835,5650,4.48,,0.98,1.05,,KIC,,,1,
6784235,19 35 15.952,+42 12 45.01,172.1484,3.167876,772,2.2565,,0.72,84.8,0.042,0,,0.028,7.9,2.7,1192,5859,4.53,,0.89,0.993,0.6,Pinsonneault,,,1,
6784887,19 35 57.861,+42 15 39.10,135.3419091,44.71444868,94766.2,5.76517,4.896,0.897,89.2,0.246,0,,0.405,64.059,41.6,533,6185,4.49,-0.34,0.941,,,q1_q16_stellar,1.11111E+15,28,1,0.189
6786037,19 37 07.434,+42 17 27.49,131.7212,6.217168,154,4.0549,,0.94,77.92,0.067,0,,0.014,4.57,1.41,975,5956,4.52,,0.92,1.02,0.6,Pinsonneault,,,2,
6786037,19 37 07.434,+42 17 27.49,171.8792,21.05744,638,8.4659,,0.873,85.37,0.15,0,,0.027,10.3,2.7,651,5956,4.52,,0.92,1.02,0.6,Pinsonneault,,,2,
6786037,19 37 07.434,+42 17 27.49,246.4679,127.90073,4051,17.2768,,0.879,88.81,0.5,0,,0.068,34.3,6.8,357,5956,4.52,,0.92,1.02,0.6,Pinsonneault,,,2,
6786224,19 37 19.988,+42 15 50.87,132.4905,3.041911,67.7,1.69,0.03,0.7,86,0.041,0,,0.008,10,0.78,1190,,,,0.878,,,,,321,1,0.516
6786348,19 37 28.015,+42 15 09.66,145.3414,26.96447,585,3.9012,,0.64,89.38,0.173,0,,0.023,42,2.1,555,5697,4.56,,0.84,0.95,0.4,Pinsonneault,,,1,
6792908,19 43 51.020,+42 12 00.92,136.60958,10.77833098,91.2,5.306,0.239,0.887,83.22,0.097,0,,0.01,7.51,1.396,1072,6734,4.256,-0.6,1.268,,,q1_q16_stellar,1.11111E+15,122,1,0.871
6802536,19 52 07.808,+42 12 01.22,133.504,2.97887,47.6,9.3,0.11,0.7,70,0.037,0,,0.007,1.9,0.54,1008,,,,0.747,,,,,331,1,0.634
6803202,19 52 42.532,+42 14 13.35,143.6041,21.06046,306,5.2864,,0.021,89.95,0.149,0,,0.016,30.9,1.84,678,5758,4.38,,1.06,0.998,6.6,SPC,,,1,
6803855,19 53 15.469,+42 14 50.78,148.805,71.45245,248,6.3485,,0.89,88.81,0.349,0,,0.017,42,2.8,555,6130,4.15,,1.47,1.11,5.4,Pinsonneault,,,1,
6805146,19 54 21.995,+42 12 23.14,178.68732,13.77970808,26536,7.6422,,0.017,89.95,0.12,0,,0.147,14.744,22.9,986,6482,4.22,,1.43,1.22,2.94,Pinsonneault,,,1,
6805414,19 54 34.783,+42 17 08.99,305.44971,200.2332097,12314,23.893,3.965,0.673,89.32,0.686,0,,0.108,56.363,11.759,324.9,6108,4.471,-0.08,0.997,,,q1_q16_stellar,1.11111E+15,7,1,0
